,userId,,company,,role,,location,,startDate,,endDate,
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rafael_DuBuque,"','",Photospace,"','",Account Coordinator,"','",Yasynuvata,"','",12/21/1919,"','",11/26/1914,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Haven.McLaughlin,"','",Twitterworks,"','",Quality Engineer,"','",Tangjin,"','",1/17/1929,"','",2/12/1992,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Savannah_Heidenreich,"','",Kaymbo,"','",Senior Developer,"','",Pyskowice,"','",3/29/1928,"','",3/15/1950,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Myra.Harber,"','",Rhyloo,"','",Accountant III,"','",Yasynuvata,"','",8/14/1967,"','",5/31/2004,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Mattie,"','",Brightdog,"','",Civil Engineer,"','",Ekasapta,"','",10/12/1940,"','",8/28/1954,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rhea,"','",Realmix,"','",Registered Nurse,"','",Coihaique,"','",5/7/2011,"','",8/14/1942,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Godfrey,"','",Skinder,"','",Chief Design Engineer,"','",Yasynuvata,"','",11/24/1986,"','",9/5/1958,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Leonard.Schiller,"','",Jazzy,"','",Actuary,"','",Urazovka,"','",4/24/1960,"','",5/15/1966,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Melissa,"','",Vinte,"','",Staff Scientist,"','",Wuqu,"','",12/1/1910,"','",5/7/2011,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Helena.Koss,"','",Podcat,"','",Registered Nurse,"','",Yasynuvata,"','",11/29/1913,"','",1/7/1941,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Derick,"','",Izio,"','",Librarian,"','",Reims,"','",5/12/1953,"','",3/23/1991,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Monserrate,"','",Einti,"','",Occupational Therapist,"','",Katsina-Ala,"','",11/28/1976,"','",3/10/1928,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Magnolia.Lindgren,"','",Skipfire,"','",Computer Systems Analyst IV,"','",Katsina-Ala,"','",7/5/1955,"','",6/23/1976,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jaden,"','",Eamia,"','",Legal Assistant,"','",Moog,"','",8/19/2012,"','",10/15/2009,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Leatha,"','",Innotype,"','",Chemical Engineer,"','",Ndom,"','",3/15/2005,"','",11/27/1962,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jaylin,"','",Quimba,"','",Professor,"','",Yasynuvata,"','",11/24/2001,"','",1/22/1954,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Barney,"','",Vimbo,"','",Director of Sales,"','",Saba Yoi,"','",8/1/2006,"','",2/12/1923,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Carroll.Hirthe,"','",Topicblab,"','",Executive Secretary,"','",Gennevilliers,"','",4/14/1913,"','",4/4/1998,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Demarco_Kerluke,"','",Jabbertype,"','",Actuary,"','",Yasynuvata,"','",2/9/1936,"','",6/27/1911,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lorine.Simonis,"','",Demimbu,"','",Editor,"','",Canaman,"','",2/12/1934,"','",4/1/1911,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Weldon,"','",Vinder,"','",Computer Systems Analyst II,"','",Bourgoin-Jallieu,"','",5/23/1925,"','",7/11/1997,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Cesar.Hansen,"','",Topicblab,"','",Programmer I,"','",Waterloo,"','",10/14/1933,"','",4/13/1958,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Furman_West,"','",Feedspan,"','",Occupational Therapist,"','",Karangan,"','",8/29/1980,"','",9/3/1933,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Cierra.Gorczany,"','",Browsezoom,"','",Operator,"','",Ocho Rios,"','",8/23/1972,"','",3/30/1971,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jerel.Barrows,"','",Myworks,"','",Marketing Manager,"','",Arbuzynka,"','",7/19/1924,"','",8/21/1911,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jeramie_Lehner,"','",Demizz,"','",Media Manager III,"','",Aimin,"','",5/2/1985,"','",10/6/1935,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Matt,"','",Babbleset,"','",Director of Sales,"','",Takanabe,"','",9/26/1924,"','",11/16/1993,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Justyn,"','",Trilith,"','",Account Representative I,"','",Yasynuvata,"','",10/3/1940,"','",7/20/1961,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jon,"','",Twiyo,"','",Data Coordiator,"','",Yasynuvata,"','",4/3/1971,"','",6/2/1956,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jadon_Quitzon,"','",Kayveo,"','",Assistant Manager,"','",Dobryanka,"','",12/15/1912,"','",12/29/1973,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ervin,"','",Shufflester,"','",Senior Editor,"','",Bunder,"','",12/18/1964,"','",12/18/2002,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tyrese_Koch,"','",Flipbug,"','",Recruiter,"','",Chixi,"','",8/20/2007,"','",5/3/1923,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Emiliano_Romaguera,"','",Rhybox,"','",Web Developer III,"','",Chengshan,"','",9/12/1932,"','",4/27/1932,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Bernice_Rogahn,"','",Skiba,"','",Software Engineer I,"','",La Trinidad,"','",5/27/1968,"','",8/30/1932,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Janessa_Daniel,"','",Jayo,"','",Project Manager,"','",Choisy-le-Roi,"','",10/25/1990,"','",2/11/1998,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Angelica,"','",Edgetag,"','",Analog Circuit Design manager,"','",Pankshin,"','",1/31/1926,"','",6/3/1994,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Boris.Zulauf,"','",Kazio,"','",Human Resources Manager,"','",Yasynuvata,"','",10/12/2013,"','",6/14/1969,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Keeley_Christiansen,"','",Kwinu,"','",Chief Design Engineer,"','",Garibaldi,"','",6/13/1969,"','",10/3/1950,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Wilfred.Reinger,"','",Quatz,"','",Senior Financial Analyst,"','",Baoshui,"','",8/22/1993,"','",6/24/1986,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Scot_Quigley,"','",Gabspot,"','",Speech Pathologist,"','",Kotauneng,"','",1/3/1980,"','",7/16/1944,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Guy.Hahn,"','",Tagpad,"','",Senior Financial Analyst,"','",Qiuchuan,"','",10/29/1913,"','",7/14/1958,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Buster,"','",Jaloo,"','",Executive Secretary,"','",Yasynuvata,"','",9/9/1973,"','",2/21/1998,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dejuan,"','",Tambee,"','",Analyst Programmer,"','",Yasynuvata,"','",7/19/2004,"','",6/17/1912,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jamir.Skiles,"','",Bubblebox,"','",Registered Nurse,"','",Morden,"','",5/10/1993,"','",5/16/1938,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Carli_Green,"','",Tagcat,"','",Human Resources Manager,"','",Narita,"','",11/22/1994,"','",8/26/1977,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Drake,"','",Lazz,"','",Environmental Specialist,"','",Huajialing,"','",12/22/2003,"','",3/20/1982,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Norwood.Mante,"','",DabZ,"','",Database Administrator IV,"','",Yasynuvata,"','",2/27/1953,"','",5/3/2006,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Gaetano.Gottlieb,"','",Kamba,"','",Senior Quality Engineer,"','",Kirovsk,"','",2/8/1978,"','",11/6/1916,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Mariela.Daniel,"','",Livepath,"','",Electrical Engineer,"','",Malumfashi,"','",1/5/1924,"','",4/8/1911,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dianna,"','",Brainsphere,"','",VP Sales,"','",Taguisa,"','",6/25/1923,"','",1/7/1937,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kayleigh_Schulist,"','",Gabspot,"','",Software Consultant,"','",Santa Cruz,"','",9/29/1915,"','",11/20/1989,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jessie,"','",Viva,"','",Executive Secretary,"','",Yasynuvata,"','",5/29/1996,"','",9/25/1955,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jannie.Klein,"','",Jaxworks,"','",Assistant Professor,"','",Yasynuvata,"','",3/4/1997,"','",5/19/1928,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ike,"','",Livepath,"','",Civil Engineer,"','",Parapat,"','",1/11/1975,"','",11/23/1995,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jerry.Ward,"','",Eayo,"','",Recruiting Manager,"','",Yasynuvata,"','",11/15/2000,"','",8/8/1947,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jaeden_Kulas,"','",Skyba,"','",Internal Auditor,"','",Malczyce,"','",3/6/1971,"','",3/20/1955,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Carol,"','",Vidoo,"','",Clinical Specialist,"','",Diveyevo,"','",3/1/1932,"','",9/4/1952,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jeanne_Russel,"','",Kimia,"','",Programmer II,"','",Macon,"','",1/9/1965,"','",4/19/1968,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Raquel_Greenholt,"','",Tagpad,"','",Health Coach IV,"','",Fifi,"','",10/13/1923,"','",3/26/1999,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Shany_Sauer,"','",Wikibox,"','",Safety Technician IV,"','",Bauan,"','",4/23/1982,"','",4/22/1997,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kole.Littel,"','",Feedfire,"','",Media Manager III,"','",Kamifukuoka,"','",7/8/1934,"','",11/27/2013,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Wilton,"','",Meembee,"','",Legal Assistant,"','",Taunggyi,"','",8/4/1974,"','",2/27/1983,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Madeline.Bayer,"','",Gabtype,"','",Developer IV,"','",Liulin,"','",11/18/2009,"','",4/21/1939,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Elnora,"','",Edgeify,"','",Desktop Support Technician,"','",Heiiyugou,"','",8/21/1962,"','",7/4/1979,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Adaline_Lowe,"','",Quimm,"','",Nuclear Power Engineer,"','",Yasynuvata,"','",1/28/1978,"','",8/16/1973,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Evert_Sipes,"','",Babbleset,"','",Community Outreach Specialist,"','",Yasynuvata,"','",7/7/2011,"','",8/22/1985,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Remington,"','",Katz,"','",Developer II,"','",Kondrovo,"','",3/30/1970,"','",8/24/1985,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nedra_Weimann,"','",Buzzster,"','",Legal Assistant,"','",Mendoza,"','",7/21/1951,"','",9/30/1934,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Felipa_Bechtelar,"','",Mydo,"','",Associate Professor,"','",Hongsung,"','",6/16/1977,"','",2/18/2007,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Virgie_Heller,"','",Flipopia,"','",Food Chemist,"','",Wakema,"','",10/8/1922,"','",9/25/1972,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Wallace,"','",Photofeed,"','",Internal Auditor,"','",Gelatik,"','",1/31/1968,"','",10/5/2014,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kirstin.Cormier,"','",Topicware,"','",Web Developer III,"','",Danyang,"','",2/21/1948,"','",5/18/1964,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ryleigh,"','",Photofeed,"','",Operator,"','",Apuri,"','",6/24/1949,"','",6/20/2010,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Brown,"','",Voolith,"','",Analyst Programmer,"','",Turba,"','",9/18/1998,"','",7/30/1967,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Gregory,"','",Pixonyx,"','",Community Outreach Specialist,"','",Yasynuvata,"','",12/29/1928,"','",5/10/1933,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jacinto.Runolfsdottir,"','",Livepath,"','",GIS Technical Architect,"','",Cahuanuyo,"','",4/10/2006,"','",10/20/1952,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kole,"','",Yotz,"','",Staff Accountant II,"','",Slovenj Gradec,"','",7/15/2012,"','",1/29/2011,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Charles,"','",Twitterwire,"','",Junior Executive,"','",Ucluelet,"','",1/12/1936,"','",9/3/1940,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Marco.Stark,"','",Kazu,"','",Desktop Support Technician,"','",Yasynuvata,"','",4/30/1958,"','",10/25/2000,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Blanche.Armstrong,"','",Oyoba,"','",Teacher,"','",Atescatempa,"','",6/7/2005,"','",10/18/1948,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Novella_Oberbrunner,"','",Vimbo,"','",Community Outreach Specialist,"','",Jenang Selatan,"','",4/30/1943,"','",5/9/1979,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Cierra_Schmeler,"','",Pixoboo,"','",Statistician I,"','",Yasynuvata,"','",9/26/1924,"','",10/20/1970,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Yadira,"','",Aimbu,"','",Environmental Specialist,"','",Oslo,"','",12/23/1937,"','",9/2/1990,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Crawford_Rodriguez,"','",Realcube,"','",Senior Sales Associate,"','",Ngembo,"','",10/30/1942,"','",6/28/2013,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Weston.Prohaska,"','",Eidel,"','",Help Desk Operator,"','",Turba,"','",3/2/1984,"','",10/25/1996,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tianna.Abernathy,"','",Rhybox,"','",Professor,"','",Turba,"','",8/15/1926,"','",6/5/1916,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kara,"','",Photofeed,"','",Accountant I,"','",Tafraout,"','",8/3/1986,"','",2/13/1931,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kadin.Fahey,"','",Skidoo,"','",Teacher,"','",Santa Catalina,"','",9/8/1932,"','",6/18/1947,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Myrtle.Gibson,"','",Kwimbee,"','",Information Systems Manager,"','",Yedogon,"','",5/8/1985,"','",8/29/1989,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Maximo.Casper,"','",Jaxbean,"','",Food Chemist,"','",Plandi,"','",7/21/1931,"','",4/3/1997,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Willard.Schulist,"','",Skivee,"','",Paralegal,"','",Tambac,"','",1/19/1997,"','",2/10/1927,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Keira,"','",Meevee,"','",Food Chemist,"','",Turba,"','",12/9/1929,"','",11/8/1979,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Robin.Littel,"','",Flashpoint,"','",Marketing Assistant,"','",Jepuro,"','",5/25/1920,"','",9/26/1979,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Claudie,"','",Youtags,"','",Editor,"','",Daduo,"','",7/25/2002,"','",9/12/1946,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Hermina_Watsica,"','",Gigabox,"','",Staff Accountant III,"','",Songshan,"','",8/1/1915,"','",10/17/1945,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jaydon,"','",Kwimbee,"','",Quality Engineer,"','",Atocha,"','",11/15/1980,"','",5/13/1980,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Alexa.Morar,"','",Yozio,"','",Accounting Assistant IV,"','",Ambarita,"','",10/16/1989,"','",7/13/2000,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Derek,"','",Realcube,"','",Health Coach IV,"','",Baton Rouge,"','",1/23/1971,"','",4/7/2011,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Maximillian.Ferry,"','",Quaxo,"','",Health Coach III,"','",La Mesa,"','",5/14/1938,"','",8/12/2009,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Brock,"','",Photofeed,"','",Actuary,"','",Norfolk County,"','",11/10/1915,"','",8/14/1925,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Sydnee,"','",Skinder,"','",Financial Analyst,"','",Turba,"','",6/30/1991,"','",2/6/1999,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Florida.Padberg,"','",Linkbridge,"','",Accounting Assistant IV,"','",Bom Despacho,"','",12/16/1961,"','",5/31/1938,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Faye.Miller,"','",Twitterlist,"','",Legal Assistant,"','",La Caya,"','",6/14/1940,"','",1/27/1943,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ward,"','",Topicshots,"','",General Manager,"','",Santa Anita,"','",5/29/1915,"','",5/29/2009,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Judy,"','",Browsetype,"','",Programmer Analyst III,"','",Bitin,"','",5/15/1934,"','",6/26/1981,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Enrique,"','",Buzzbean,"','",Geologist II,"','",Laoxialu,"','",1/4/1987,"','",2/5/1954,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Demetris,"','",Oyondu,"','",Structural Engineer,"','",Haolibao,"','",4/2/2009,"','",12/16/1919,');
